dt,tau_Q,g,omega,nx,nreal,burn_time,Rmax,wrong_in,sem_in,Rin,ratio_Rin_Rmax,clip_events,seed
0.02,100,0.015,100,40,40,10,0.701961537407855,0.275,0.026545321127026,0.597760126042478,0.851556807869897,0,940000
0.01,100,0.015,100,40,40,10,0.701961537407855,0.230769230769231,0.026129470018721,0.736315917376129,1.048940544655958,0,940000
0.005,100,0.015,100,40,40,10,0.701961537407855,0.219230769230769,0.025771364979773,0.774793757706083,1.103755286318360,0,940000
