g,tau_Q,nreal,nboot,bootstrap_seed,p_on_lo,p_on_hi,q_lo,q_hi,D_bern_empirical_0h_lo,D_bern_empirical_0h_hi,D_bern_Z2_0h_lo,D_bern_Z2_0h_hi,D_path_0h_lo,D_path_0h_hi,C_activity_0h_lo,C_activity_0h_hi,qmin_lo,qmin_hi,ratio_Z2_Dpath_lo,ratio_Z2_Dpath_hi,ratio_Dpath_C_lo,ratio_Dpath_C_hi
0.02,25.0,200,20000,171717,0.5,0.64,0.36,0.5,5.014291055580565e-05,0.056076279156715675,0.00020004001066985765,0.04082199452025513,0.03261513369007645,0.0336627386947525,0.03327352415030968,0.03434218622619948,0.37117968927959055,0.37313284067748054,0.005969503859238162,1.2173913194091712,0.9801993469826019,0.9802181146195047
