g,tau_Q,nx,nreal,omega,D,seed,p_g,p_0,wrong_g,D_bern_empirical_g0,D_bern_empirical_0g,D_bern_Z2_0g,D_path_g0,D_path_g0_se,D_path_0g,D_path_0g_se,realized_loglr_g0,realized_loglr_0g,Achi_g,Achi_g_se,Achi_0,Achi_0_se,C_activity_g0,C_activity_0g,wrong_lower_reverse_activity,ratio_Dber_empirical_Dpath_g0,ratio_Dber_Z2_Dpath_0g,ratio_Dpath0g_C0,mean_events_g,mean_events_0
0.02,25.0,2,200,20.0,0.5,180001,0.57,0.5,0.43000000000000005,0.009832266985779353,0.009897313664089732,0.009897313664089732,0.03323354535348088,0.0002493057583780789,0.03313588425108386,0.0002670700566397885,0.020935066058017412,0.03465197790049277,664.6811219725466,4.985352253729227,662.7108168664362,5.341473747063742,0.03390542856634398,0.03380492317086821,0.37215737197095244,0.29585368883159263,0.29868868411942245,0.9802088318200675,1140.26,1144.83
